id,imdb_id,title,year,vote_count,vote_average,popularity,genres
19137,tt0060200,After the Fox,1966,18.0,5.8,1.273061,"['Crime', 'Comedy']"
32499,tt0044391,The Bad and the Beautiful,1952,43.0,7.4,3.12508,"['Drama', 'Romance']"
8737,tt0060218,Cast a Giant Shadow,1966,8.0,5.9,0.790084,"['War', 'Action', 'Drama', 'History']"
33668,tt0050306,Designing Woman,1957,10.0,5.1,1.904237,"['Comedy', 'Romance']"
39282,tt0073026,Funny Lady,1975,24.0,5.1,1.528577,"['Comedy', 'Drama', 'Music', 'Romance']"
40687,tt0068687,The Heartbreak Kid,1972,16.0,6.8,1.165341,"['Comedy', 'Romance']"
993,tt0069281,Sleuth,1972,152.0,7.5,10.387423,"['Thriller', 'Mystery']"
41357,tt0067803,Summer of '42,1971,31.0,6.5,2.955581,"['Comedy', 'Drama', 'Romance']"
42458,tt0070819,A Touch of Class,1973,15.0,6.0,1.11576,"['Comedy', 'Romance']"
14475,tt0081698,Used Cars,1980,71.0,6.3,6.963023,"['Action', 'Comedy']"
43715,tt0050294,The Deadly Mantis,1957,16.0,5.3,1.738062,"['Thriller', 'Horror', 'Romance', 'Science Fiction']"
11979,tt0238546,Queen of the Damned,2002,247.0,5.5,8.436243,"['Drama', 'Fantasy', 'Horror']"
75151,tt0260746,Big Bad Love,2001,4.0,6.5,0.437438,"['Drama', 'Comedy']"
35868,tt0229002,Green Dragon,2001,10.0,5.5,0.755576,"['Action', 'Adventure', 'Drama']"
13791,tt0207524,How to Kill Your Neighbor's Dog,2002,22.0,6.5,6.38471,"['Comedy', 'Drama']"
9991,tt0291341,Mean Machine,2001,158.0,6.1,6.00447,"['Comedy', 'Drama']"
480,tt0265343,Monsoon Wedding,2001,59.0,6.8,10.625504,"['Comedy', 'Drama', 'Romance']"
18984,tt0143861,Scratch,2001,10.0,7.8,0.655434,"['Documentary', 'Music']"
25006,tt0301893,State Property,2002,10.0,4.4,0.620718,"['Action', 'Crime', 'Drama']"
23479,tt0074174,The Bad News Bears,1976,100.0,7.0,8.399441,"['Comedy', 'Family']"
66946,tt0077199,The Bad News Bears Go to Japan,1978,11.0,5.5,1.047396,"['Comedy', 'Family']"
19050,tt0075718,The Bad News Bears in Breaking Training,1977,15.0,6.0,1.912284,"['Comedy', 'Family']"
38442,tt0061781,The Firemen's Ball,1967,35.0,7.1,2.589616,"['Comedy', 'Drama']"
108266,tt0048310,The Lone Ranger,1956,7.0,6.1,0.889869,"['Adventure', 'Western']"
108267,tt0051876,The Lone Ranger and the Lost City of Gold,1958,3.0,6.3,1.037915,"['Action', 'Adventure', 'Western']"
39387,tt0059415,Loves of a Blonde,1965,25.0,6.8,1.598199,"['Comedy', 'Drama', 'Romance']"
15999,tt0216651,Vampire Hunter D: Bloodlust,2000,92.0,7.0,5.204291,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Horror', 'Mystery', 'Science Fiction']"
2752,tt0243736,40 Days and 40 Nights,2002,306.0,5.2,8.628928,"['Comedy', 'Romance']"
10590,tt0277434,We Were Soldiers,2002,531.0,6.7,11.34706,"['Action', 'History', 'War']"
40723,tt0204700,Trouble Every Day,2001,31.0,5.9,1.707091,"['Drama', 'Horror']"
29039,tt0069729,The Arena,1974,7.0,6.0,3.44163,"['Action', 'Adventure']"
22910,tt0068273,The Big Bird Cage,1972,21.0,5.9,2.077256,"['Action', 'Crime', 'Drama']"
42517,tt0066830,The Big Doll House,1971,20.0,6.0,1.554937,"['Action', 'Drama']"
115332,tt0085380,Cross Creek,1983,6.0,6.5,1.97664,"['Drama', 'Romance']"
13225,tt0104254,FernGully: The Last Rainforest,1992,155.0,6.1,7.477944,"['Fantasy', 'Animation', 'Science Fiction', 'Family']"
46717,tt0110146,Intersection,1994,40.0,5.1,8.295437,"['Drama', 'Romance']"
35614,tt0108395,A Troll in Central Park,1994,40.0,4.4,3.612089,"['Fantasy', 'Animation', 'Science Fiction', 'Family']"
35810,tt0027286,The Amazing Quest of Ernest Bliss,1936,6.0,6.8,0.505588,"['Romance', 'Drama', 'Comedy']"
18649,tt0039645,My Favorite Brunette,1947,13.0,6.6,1.196569,"['Comedy', 'Thriller', 'Mystery', 'Romance']"
18646,tt0043983,Royal Wedding,1951,17.0,6.3,2.275332,"['Comedy', 'Music', 'Romance']"
13950,tt0278295,All About the Benjamins,2002,52.0,5.9,3.909079,"['Action', 'Adventure', 'Comedy']"
2135,tt0268695,The Time Machine,2002,644.0,5.8,8.918134,"['Science Fiction', 'Adventure', 'Action']"
15186,tt0290212,Full Frontal,2002,26.0,4.8,2.186683,"['Comedy', 'Drama', 'Romance']"
43997,tt0127516,Divorcing Jack,1998,5.0,6.7,0.817974,"['Comedy', 'Foreign', 'Romance']"
47869,tt0099768,Hidden Agenda,1990,21.0,6.6,1.75515,"['Mystery', 'Drama', 'Thriller']"
965,tt0035015,The Magnificent Ambersons,1942,77.0,7.5,8.43511,"['Romance', 'Drama']"
33135,tt0109855,Fun,1994,9.0,5.7,1.709151,"['Drama', 'Thriller', 'Romance', 'Foreign']"
10889,tt0080798,Gloria,1980,35.0,7.2,10.0534,"['Drama', 'Action', 'Thriller', 'Crime']"
16149,tt0080813,The Great Rock 'n' Roll Swindle,1980,9.0,6.7,1.254364,"['Comedy', 'Documentary']"
54287,tt0080836,Hangar 18,1980,14.0,5.1,0.657274,"['Action', 'Science Fiction', 'Thriller']"
25628,tt0080846,Hawk the Slayer,1980,13.0,4.5,2.699959,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']"
10935,tt0080855,Heaven's Gate,1980,56.0,6.5,4.393576,"['Action', 'Drama', 'History', 'Western']"
44004,tt0080863,Hero at Large,1980,10.0,6.4,1.221702,"['Action', 'Comedy', 'Drama']"
22288,tt0080888,Honeysuckle Rose,1980,3.0,6.2,0.89977,"['Drama', 'Music', 'Romance']"
32030,tt0080889,Hopscotch,1980,32.0,6.7,3.637392,"['Action', 'Adventure', 'Comedy', 'Thriller']"
29343,tt0080904,Humanoids from the Deep,1980,48.0,5.9,7.44429,"['Horror', 'Science Fiction']"
7988,tt0080934,The Island,1980,29.0,5.2,1.282124,"['Action', 'Adventure', 'Drama']"
15310,tt0080948,The Jazz Singer,1980,10.0,5.9,0.841574,"['Drama', 'Music', 'Romance']"
17909,tt0076276,Who's Singin' Over There?,1980,33.0,8.0,2.419145,"['Drama', 'Comedy', 'Adventure']"
26843,tt0081059,Lion of the Desert,1981,36.0,7.5,2.875229,"['Action', 'History', 'War']"
27458,tt0081060,Little Darlings,1980,15.0,6.6,5.296704,"['Comedy', 'Drama']"
14807,tt0081070,The Long Good Friday,1980,87.0,7.1,11.693374,"['Crime', 'Drama', 'Action', 'Thriller']"
14729,tt0081071,The Long Riders,1980,50.0,6.6,3.557608,"['Western', 'History']"
8690,tt0081112,Eaten Alive!,1980,22.0,4.9,1.669519,"['Adventure', 'Horror']"
39543,tt0081176,Mon Oncle d'Amérique,1980,19.0,7.4,6.545371,"['Comedy', 'Drama', 'Romance']"
39578,tt0081178,The Monster Club,1981,21.0,5.5,2.055833,"['Comedy', 'Horror']"
3418,tt0081182,Death Watch,1980,16.0,6.0,2.02305,"['Drama', 'Science Fiction']"
30924,tt0081184,Motel Hell,1980,55.0,6.1,6.398395,"['Comedy', 'Horror']"
14929,tt0081186,Mother's Day,1980,28.0,5.4,2.795752,"['Action', 'Comedy', 'Horror']"
75552,tt0081187,The Mountain Men,1980,12.0,5.6,0.983739,"['Action', 'Adventure', 'Western']"
18910,tt0081237,The Ninth Configuration,1980,32.0,7.1,3.491636,"['Comedy', 'Drama', 'Horror', 'Thriller']"
26200,tt0081249,The Nude Bomb,1980,16.0,5.1,1.939255,"['Action', 'Comedy', 'Crime', 'Mystery']"
24825,tt0081259,The Octagon,1980,37.0,4.4,8.79061,"['Adventure', 'Action', 'Thriller']"
38147,tt0081268,"Oh, God! Book II",1980,14.0,4.9,1.189834,"['Fantasy', 'Comedy']"
24032,tt0076489,"Oh, God!",1977,36.0,6.3,2.660367,"['Fantasy', 'Comedy']"
26179,tt0081269,Oh Heavenly Dog,1980,12.0,5.6,1.54645,"['Comedy', 'Thriller', 'Crime']"
11333,tt0082924,Super Fuzz,1980,63.0,6.5,3.951404,"['Fantasy', 'Action', 'Comedy', 'Science Fiction']"
425,tt0268380,Ice Age,2002,3954.0,7.1,17.328902,"['Animation', 'Comedy', 'Family', 'Adventure']"
1576,tt0120804,Resident Evil,2002,2100.0,6.4,7.781293,"['Horror', 'Action', 'Science Fiction']"
5851,tt0284490,Showtime,2002,286.0,5.3,4.917863,"['Action', 'Comedy']"
25014,tt0216799,Harrison's Flowers,2000,17.0,6.6,1.447713,"['Drama', 'Romance', 'War']"
25110,tt0256259,Pauline & Paulette,2001,5.0,7.3,0.324682,"['Drama', 'Comedy']"
1391,tt0245574,Y Tu Mamá También,2001,321.0,7.3,13.962548,"['Drama', 'Romance']"
18172,tt0085154,All the Right Moves,1983,78.0,5.5,7.108331,"['Romance', 'Drama']"
24248,tt0055774,Barabbas,1961,34.0,6.8,1.846624,"['Adventure', 'Drama', 'History']"
19797,tt0125209,I Think I Do,1998,8.0,4.7,1.231723,"['Comedy', 'Romance']"
17804,tt0040679,The Paleface,1948,17.0,6.0,1.170751,"['Comedy', 'Western']"
13006,tt0105459,Split Second,1992,64.0,5.8,3.2768,"['Thriller', 'Action', 'Horror', 'Science Fiction', 'Crime']"
28213,tt0097106,A Tale of Springtime,1990,13.0,7.4,1.934962,"['Comedy', 'Drama', 'Romance']"
259557,tt0081445,Running Scared,1980,1.0,5.0,0.997875,"['Drama', 'Action', 'Adventure']"
28124,tt0081480,Seems Like Old Times,1980,38.0,6.3,9.896381,"['Comedy', 'Romance']"
41034,tt0081485,Serial,1980,4.0,7.2,0.448461,"['Comedy', 'Romance']"
11563,tt0081499,The Young Master,1980,38.0,7.0,3.475332,"['Action', 'Comedy']"
15119,tt0081506,Shogun Assassin,1980,39.0,6.9,3.364968,"['Adventure', 'Action']"
55792,tt0081518,Simon,1980,5.0,6.7,6.295611,"['Comedy', 'Science Fiction']"
12705,tt0081529,Smokey and the Bandit II,1980,87.0,5.1,7.190986,"['Action', 'Comedy']"
11006,tt0076729,Smokey and the Bandit,1977,197.0,6.8,7.68372,"['Action', 'Adventure', 'Comedy']"
15120,tt0086325,Smokey and the Bandit Part 3,1983,49.0,4.4,13.721966,"['Action', 'Comedy', 'Crime']"
40072,tt0081547,Spetters,1980,13.0,6.0,2.222694,"['Drama', 'Romance']"
2371,tt0081609,Teheran '43,1980,8.0,6.9,1.878184,"['Action', 'Drama', 'Thriller']"
73134,tt0081614,Tender Cousins,1980,8.0,6.2,7.936244,"['Drama', 'Romance']"
36586,tt0187738,Blade II,2002,1556.0,6.3,17.05064,"['Fantasy', 'Horror', 'Action', 'Thriller']"
39541,tt0286162,Stolen Summer,2002,9.0,6.4,1.329626,"['Drama', 'Family', 'Comedy']"
29394,tt0054988,Homicidal,1961,13.0,5.4,1.057432,"['Horror', 'Mystery', 'Thriller']"
29396,tt0058620,Strait-Jacket,1964,23.0,6.3,1.727656,"['Drama', 'Horror', 'Thriller']"
15028,tt0157472,Clockstoppers,2002,89.0,4.9,5.373623,"['Adventure', 'Family', 'Science Fiction', 'Thriller']"
9275,tt0266452,Death to Smoochy,2002,133.0,5.9,8.127591,"['Comedy', 'Crime', 'Drama', 'Thriller']"
4547,tt0258000,Panic Room,2002,1303.0,6.6,14.969502,"['Crime', 'Drama', 'Thriller']"
14635,tt0265662,The Rookie,2002,112.0,6.5,10.991137,"['Drama', 'Family']"
29135,tt0248190,No Such Thing,2001,19.0,5.7,2.883184,"['Comedy', 'Fantasy', 'Drama']"
1791,tt0254686,The Piano Teacher,2001,197.0,7.2,6.363081,"['Drama', 'Romance']"
41756,tt0273048,30 YEARS TO LIFE,2003,1.0,6.0,0.086622,"['Comedy', 'Romance', 'Drama']"
22784,tt0068309,Boxcar Bertha,1972,38.0,6.0,5.070135,"['Crime', 'Drama', 'Romance', 'Thriller']"
40814,tt0087100,Crimes of Passion,1984,38.0,5.9,2.077602,"['Romance', 'Drama', 'Thriller', 'Horror', 'Crime']"
53426,tt0087222,The Evil That Men Do,1984,12.0,5.5,1.488663,"['Adventure', 'Crime', 'Thriller', 'Action']"
24585,tt0089167,Fraternity Vacation,1985,14.0,5.1,3.90299,"['Comedy', 'Romance']"
17990,tt0102103,Impromptu,1991,18.0,6.4,8.733819,"['Drama', 'Comedy', 'Music', 'Romance']"
129542,tt0102829,Salmonberries,1991,3.0,5.7,0.25793,"['Drama', 'Foreign']"
5678,tt0096466,The Wrong Guys,1988,1.0,6.0,1.224667,"['Action', 'Comedy']"
11560,tt0257756,High Crimes,2002,187.0,6.1,8.371005,"['Drama', 'Mystery', 'Thriller', 'Crime']"
11452,tt0283111,National Lampoon’s Van Wilder,2002,867.0,5.9,7.668576,"['Comedy', 'Romance']"
18435,tt0245407,Crush,2001,8.0,5.4,1.27202,"['Romance', 'Comedy', 'Drama']"
35944,tt0246134,Lucky Break,2001,11.0,6.5,0.689177,"['Action', 'Comedy']"
64310,tt0216689,Les Destinées sentimentales,2000,3.0,4.8,0.117912,"['Drama', 'Romance', 'Foreign']"
25501,tt0098994,"After Dark, My Sweet",1990,17.0,6.5,7.349189,"['Crime', 'Drama', 'Mystery']"
26851,tt0083590,The Atomic Cafe,1982,17.0,7.3,1.706144,"['Documentary', 'History']"
34276,tt0058100,First Men in the Moon,1964,39.0,6.2,3.593732,"['Adventure', 'Science Fiction']"
548,tt0042876,Rashomon,1950,471.0,8.0,9.887355,"['Crime', 'Drama', 'Mystery']"
11590,tt0076723,Slap Shot,1977,102.0,7.1,9.282077,"['Drama', 'Comedy']"
1537,tt0264472,Changing Lanes,2002,306.0,5.9,7.81862,"['Action', 'Adventure', 'Crime', 'Thriller']"
12149,tt0264616,Frailty,2001,338.0,7.0,7.397953,"['Drama', 'Thriller', 'Crime']"
44373,tt0191074,New Best Friend,2002,11.0,5.0,5.258167,"['Drama', 'Thriller', 'Mystery']"
11812,tt0253867,The Sweetest Thing,2002,286.0,5.3,8.889064,"['Romance', 'Comedy']"
35080,tt0266391,The Cat's Meow,2001,33.0,6.0,13.546984,"['Drama', 'Mystery', 'Thriller']"
441,tt0219822,Human Nature,2001,74.0,6.1,7.714094,"['Drama', 'Comedy']"
8346,tt0259446,My Big Fat Greek Wedding,2002,686.0,6.2,6.719949,"['Comedy', 'Drama', 'Romance']"
14168,tt0050086,3:10 to Yuma,1957,77.0,7.1,15.931069,"['Drama', 'Western']"
32617,tt0072705,Bite the Bullet,1975,24.0,6.0,10.099042,"['Action', 'Western', 'Adventure']"
31671,tt0072737,Breakout,1975,16.0,6.4,2.301183,"['Action', 'Adventure', 'Thriller']"
2565,tt0099892,Joe Versus the Volcano,1990,150.0,5.5,9.019396,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']"
307,tt0038890,"Rome, Open City",1945,123.0,7.9,6.130177,"['Drama', 'History']"
15482,tt0095989,Return of the Killer Tomatoes!,1988,44.0,5.1,4.176478,"['Comedy', 'Horror', 'Science Fiction']"
45878,tt0093854,Return to Horror High,1987,19.0,4.9,3.048608,"['Drama', 'Horror', 'Comedy']"
12154,tt0094137,Three Men and a Baby,1987,255.0,5.8,5.667344,"['Family', 'Comedy', 'Drama']"
11630,tt0098966,Three Men and a Little Lady,1990,122.0,5.2,5.062112,"['Comedy', 'Family']"
25133,tt0090196,Transylvania 6-5000,1985,25.0,4.9,2.006718,"['Comedy', 'Horror']"
21970,tt0081738,The Watcher in the Woods,1980,40.0,6.4,9.003838,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
11892,tt0264935,Murder by Numbers,2002,275.0,6.0,9.645801,"['Crime', 'Drama', 'Thriller']"
9334,tt0277296,The Scorpion King,2002,802.0,5.3,9.488117,"['Action', 'Fantasy', 'Adventure']"
36093,tt0291003,Behind the Sun,2001,33.0,6.4,1.836865,"['Drama', 'Foreign']"
10491,tt0157583,Enigma,2001,74.0,6.0,21.520641,"['Mystery', 'Drama', 'Thriller', 'Romance', 'War']"
18079,tt0247586,Nine Queens,2000,156.0,7.4,5.324962,"['Crime', 'Drama', 'Thriller']"
110989,tt0160905,Spooky House,2004,5.0,5.3,0.982993,"['Adventure', 'Family', 'Mystery']"
35337,tt0253840,The Triumph of Love,2001,5.0,5.0,0.816047,"['Comedy', 'Drama', 'Romance']"
11470,tt0211443,Jason X,2001,298.0,4.5,7.793873,"['Horror', 'Science Fiction']"
16643,tt0282687,Life or Something Like It,2002,126.0,5.7,6.332398,"['Comedy', 'Drama', 'Romance']"
21220,tt0281865,"Frank McKlusky, C.I.",2002,4.0,3.3,0.628159,"['Action', 'Comedy', 'Mystery', 'Thriller']"
69324,tt0287645,Rain,2001,5.0,5.8,0.18238,"['Drama', 'Foreign', 'Romance']"
11468,tt0235737,Salton Sea,2002,109.0,7.0,12.106615,"['Crime', 'Drama', 'Mystery', 'Thriller']"
19085,tt0120467,Vulgar,2000,16.0,5.3,1.62632,"['Drama', 'Horror', 'Thriller', 'Crime']"
73462,tt0088758,The Aviator,1985,6.0,5.7,0.825362,"['Drama', 'Adventure', 'Romance']"
26030,tt0047892,Bob le Flambeur,1956,50.0,7.5,2.666065,"['Drama', 'Action', 'Crime']"
10164,tt0099204,Cadillac Man,1990,54.0,5.3,6.882529,"['Comedy', 'Drama']"
42048,tt0088931,The Coca-Cola Kid,1985,16.0,5.8,0.872855,"['Comedy', 'Drama', 'Romance']"
62001,tt0079013,Cuba,1979,11.0,5.2,1.846984,"['Action', 'Drama', 'Romance', 'Thriller', 'Adventure', 'War']"
28117,tt0101701,Delirious,1991,27.0,5.5,1.33724,"['Fantasy', 'Comedy', 'Romance']"
40555,tt0095186,Full Moon in Blue Water,1988,2.0,6.0,0.240351,"['Drama', 'Romance']"
28384,tt0104466,Husbands and Wives,1992,94.0,6.7,9.450853,"['Romance', 'Comedy', 'Drama']"
26725,tt0091647,Nomads,1986,20.0,5.3,5.917152,"['Thriller', 'Horror', 'Mystery']"
17168,tt0108311,The Temp,1993,8.0,5.5,1.047834,"['Drama', 'Mystery', 'Thriller']"
48482,tt0088256,Thief of Hearts,1984,16.0,5.5,0.941383,"['Crime', 'Drama', 'Romance', 'Thriller']"
5203,tt0100934,Wild Orchid,1989,50.0,4.6,17.395203,"['Drama', 'Romance']"
13201,tt0231448,Deuces Wild,2002,34.0,5.5,2.050252,"['Action', 'Crime', 'Drama', 'Romance']"
9689,tt0278823,Hollywood Ending,2002,114.0,6.4,9.987317,"['Comedy', 'Drama']"
557,tt0145487,Spider-Man,2002,5398.0,6.8,29.413341,"['Fantasy', 'Action']"
44768,tt0289054,Warm Water Under a Red Bridge,2001,11.0,6.2,1.49206,"['Drama', 'Romance']"
1815,tt0077234,The Big Sleep,1978,13.0,6.0,1.713244,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
55106,tt0068326,Butterflies Are Free,1972,17.0,7.3,2.700782,"['Comedy', 'Romance']"
28289,tt0064117,Cactus Flower,1969,43.0,7.0,2.817742,"['Comedy', 'Romance']"
32037,tt0074292,The Cassandra Crossing,1976,48.0,6.3,3.939797,"['Drama', 'Thriller']"
39154,tt0073043,The Giant Spider Invasion,1975,11.0,3.9,0.808843,"['Horror', 'Science Fiction']"
24767,tt0110157,Iron Will,1994,52.0,6.2,9.074631,"['Adventure', 'Drama', 'Family']"
33796,tt0100196,Mountains of the Moon,1990,13.0,6.5,1.870581,"['Action', 'Adventure', 'Drama', 'History']"
28466,tt0086397,The Survivors,1983,34.0,5.7,3.278056,"['Drama', 'Comedy']"
12227,tt0103247,White Fang,1991,139.0,6.5,12.318052,"['Action', 'Adventure', 'Drama', 'Family']"
43643,tt0111701,White Fang 2: Myth of the White Wolf,1994,17.0,5.1,1.819367,"['Action', 'Adventure', 'Drama', 'Family']"
10985,tt0241760,The New Guy,2002,155.0,5.7,9.255418,"['Comedy', 'Family']"
2251,tt0250797,Unfaithful,2002,282.0,6.3,8.96839,"['Thriller', 'Drama']"
2894,tt0239234,The Lady and the Duke,2001,4.0,6.0,0.765716,"['War', 'Drama', 'History']"
11240,tt0091578,My Beautiful Laundrette,1985,51.0,6.6,2.793003,"['Romance', 'Drama', 'Comedy']"
46592,tt0052600,Ballad of a Soldier,1959,41.0,8.1,3.434242,"['Drama', 'Romance', 'War']"
45186,tt0071216,Big Bad Mama,1974,8.0,6.4,4.204629,"['Action', 'Comedy', 'Crime', 'Drama']"
86483,tt0092652,Big Bad Mama II,1987,3.0,5.7,0.018017,"['Action', 'Comedy', 'Crime']"
14117,tt0045591,Calamity Jane,1953,49.0,6.8,5.587033,"['Action', 'Western', 'Music']"
38360,tt0050634,The Cranes Are Flying,1957,62.0,7.9,9.524512,"['Drama', 'Romance', 'War']"
28907,tt0038589,The Harvey Girls,1946,10.0,6.1,1.346707,"['Western', 'Drama', 'Comedy', 'Music']"
39771,tt0079429,The Lady in Red,1979,5.0,6.3,0.85977,"['Action', 'Thriller']"
245,tt0276751,About a Boy,2002,627.0,6.6,10.956665,"['Drama', 'Comedy', 'Romance']"
1894,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,4074.0,6.4,14.072511,"['Adventure', 'Action', 'Science Fiction']"
9026,tt0278500,The Importance of Being Earnest,2002,129.0,6.8,8.287054,"['Comedy', 'Drama', 'History', 'Romance']"
42193,tt0062790,The Charge of the Light Brigade,1968,15.0,6.3,1.652755,"['Action', 'Adventure', 'Drama', 'History', 'War']"
15417,tt0077523,Every Which Way But Loose,1978,126.0,6.2,6.759519,"['Action', 'Adventure', 'Comedy', 'Romance']"
11791,tt0052905,The Hound of the Baskervilles,1959,69.0,6.7,4.789131,"['Horror', 'Thriller', 'Mystery']"
28577,tt0051758,I Want to Live!,1958,21.0,7.2,3.930136,"['Crime', 'Drama']"
13963,tt0077838,The Last Waltz,1978,64.0,7.9,2.969857,"['Documentary', 'Music']"
23102,tt0050858,The Pride and the Passion,1957,6.0,4.4,3.033852,"['Action', 'Adventure', 'Drama', 'Romance']"
1957,tt0278435,Enough,2002,268.0,6.2,6.681287,"['Drama', 'Thriller']"
320,tt0278504,Insomnia,2002,1181.0,6.8,11.424974,"['Crime', 'Mystery', 'Thriller']"
9023,tt0166813,Spirit: Stallion of the Cimarron,2002,870.0,7.4,16.724836,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']"
27834,tt0254199,CQ,2001,22.0,6.0,1.991025,"['Comedy', 'Drama', 'Science Fiction']"
24010,tt0049038,Bus Stop,1956,53.0,5.9,3.899327,"['Drama', 'Romance', 'Comedy']"
24005,tt0044557,Don't Bother to Knock,1952,20.0,6.3,2.38281,"['Drama', 'Thriller']"
44800,tt0071532,The Gambler,1974,21.0,7.0,1.405267,"['Drama', 'Crime']"
24014,tt0054022,Let's Make Love,1960,32.0,6.0,3.273251,"['Comedy', 'Romance']"
24008,tt0044916,Monkey Business,1952,53.0,6.8,2.853852,"['Comedy', 'Romance']"
1936,tt0047422,River of No Return,1954,58.0,6.3,5.321632,"['Adventure', 'Western']"
4614,tt0164184,The Sum of All Fears,2002,447.0,5.9,9.268136,"['Thriller', 'Action', 'Drama']"
12277,tt0279493,Undercover Brother,2002,113.0,5.5,5.00725,"['Action', 'Comedy']"
15677,tt0090570,84 Charing Cross Road,1987,34.0,6.8,4.176526,"['Drama', 'Romance']"
36554,tt0045679,The Desert Rats,1953,19.0,6.4,6.414758,"['Action', 'Adventure', 'Drama']"
48216,tt0211286,Season's Beatings,1999,12.0,5.8,1.414306,"['Drama', 'Comedy']"
13153,tt0105219,Rapid Fire,1992,41.0,6.2,3.073113,"['Action', 'Thriller']"
811,tt0067756,Silent Running,1972,179.0,6.2,14.108597,"['Adventure', 'Drama', 'Science Fiction']"
43532,tt0057541,Summer Holiday,1963,11.0,6.4,0.441386,"['Music', 'Romance']"
163907,tt0080097,The Villain,1979,37.0,5.7,4.27404,"['Comedy', 'Western']"
3132,tt0280486,Bad Company,2002,232.0,5.4,9.540021,"['Action', 'Adventure', 'Comedy', 'Thriller']"
9583,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,65.0,5.6,4.327218,"['Comedy', 'Drama', 'Romance']"
18408,tt0298798,Cherish,2002,10.0,6.6,4.259532,"['Comedy', 'Drama', 'Mystery', 'Thriller']"
13245,tt0285441,Atanarjuat: The Fast Runner,2002,21.0,6.3,1.135061,"['Fantasy', 'Drama']"
2501,tt0258463,The Bourne Identity,2002,3640.0,7.3,21.040126,"['Action', 'Drama', 'Mystery', 'Thriller']"
9637,tt0267913,Scooby-Doo,2002,853.0,5.4,8.592826,"['Mystery', 'Adventure', 'Comedy']"
12100,tt0245562,Windtalkers,2002,345.0,5.8,7.455875,"['Drama', 'Action', 'History', 'War']"
16857,tt0238924,The Dangerous Lives of Altar Boys,2002,53.0,6.4,3.401162,"['Comedy', 'Drama']"
52258,tt0282768,The Emperor's New Clothes,2001,9.0,6.9,0.901594,"['Comedy', 'Drama', 'Family', 'Foreign', 'Romance']"
10394,tt0210065,Gangster No. 1,2000,58.0,6.5,2.811699,"['Action', 'Drama', 'Thriller']"
15813,tt0244479,Dark Blue World,2001,22.0,6.7,2.702716,"['Action', 'Drama', 'War']"
31591,tt0068245,Bad Company,1972,22.0,6.3,6.975511,"['Western', 'Drama']"
18905,tt0082146,Caveman,1981,30.0,6.2,2.5697,"['Comedy', 'Adventure']"
4993,tt0062626,5 Card Stud,1968,20.0,6.0,1.372254,"['Action', 'Western', 'Thriller']"
27052,tt0108504,For a Lost Soldier,1992,13.0,5.3,1.593471,"['Drama', 'Romance', 'War']"
34130,tt0077621,Goin' South,1978,35.0,5.5,9.07909,"['Comedy', 'Western']"
38950,tt0095296,Hero and the Terror,1988,22.0,5.3,3.541487,"['Drama', 'Action', 'Thriller', 'Crime']"
21635,tt0040823,"Sorry, Wrong Number",1948,40.0,6.8,8.433119,"['Drama', 'Thriller']"
27945,tt0061770,Hombre,1967,55.0,7.2,8.019495,"['Action', 'Drama', 'Western']"
30194,tt0091472,The Manhattan Project,1986,26.0,6.1,4.29831,"['Science Fiction', 'Thriller']"
10169,tt0100135,Men at Work,1990,99.0,5.5,8.339485,"['Comedy', 'Crime']"
103299,tt0105631,Traces of Red,1992,4.0,7.3,0.575656,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
41805,tt0103184,V.I. Warshawski,1991,27.0,4.6,2.08013,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']"
35696,tt0247444,Juwanna Mann,2002,20.0,4.2,3.970857,"['Comedy', 'Drama']"
11544,tt0275847,Lilo & Stitch,2002,1371.0,7.1,18.469238,"['Animation', 'Family']"
180,tt0181689,Minority Report,2002,2663.0,7.1,20.666063,"['Action', 'Thriller', 'Science Fiction', 'Mystery']"
9555,tt0252444,Rabbit-Proof Fence,2002,86.0,6.9,4.403771,"['Adventure', 'Drama', 'Action', 'History']"
17710,tt0314166,Hey Arnold! The Movie,2002,62.0,5.6,4.5973,"['Animation', 'Family']"
2022,tt0280590,Mr. Deeds,2002,660.0,5.6,6.674356,"['Comedy', 'Romance']"
50035,tt0258273,Lovely & Amazing,2001,23.0,6.3,2.605409,"['Comedy', 'Drama', 'Romance']"
9719,tt0265591,Pumpkin,2002,20.0,5.9,2.008306,"['Comedy', 'Drama', 'Romance']"
11982,tt0107438,Look Who's Talking Now!,1993,200.0,4.7,9.016076,"['Romance', 'Comedy', 'Family']"
12251,tt0104897,Mo' Money,1992,31.0,5.6,1.755586,"['Action', 'Comedy', 'Thriller', 'Crime', 'Romance']"
88818,tt0102573,The Object of Beauty,1991,7.0,5.7,0.902187,"['Drama', 'Comedy', 'Crime', 'Foreign']"
